Player,Matches,Runs,Average,100s,50s,Year
G Goudie (SCOT),1,17,17.00,0,0,2012
G Goudie (SCOT),1,23,23.00,0,0,2013
D Gough (ENG),5,10,10.00,0,0,1994
D Gough (ENG),5,68,17.00,0,0,1995
D Gough (ENG),18,95,10.55,0,0,1996
D Gough (ENG),10,30,10.00,0,0,1997
D Gough (ENG),6,18,6.00,0,0,1998
D Gough (ENG),21,108,12.00,0,0,1999
D Gough (ENG),21,30,7.50,0,0,2000
D Gough (ENG),9,56,11.20,0,0,2001
D Gough (ENG),16,40,10.00,0,0,2002
D Gough (ENG),10,14,-,0,0,2003
D Gough (ENG),20,45,11.25,0,0,2004
D Gough (ENG/ICC),16,76,76.00,0,0,2005
D Gough (ENG),2,19,9.50,0,0,2006
EL Gouka (NL),3,19,19.00,0,0,1996
IJ Gould (ENG),18,155,12.91,0,0,1983
DI Gower (ENG),4,201,67.00,1,1,1978
DI Gower (ENG),14,302,33.55,1,1,1979
DI Gower (ENG),6,76,12.66,0,0,1980
DI Gower (ENG),7,141,20.14,0,1,1981
DI Gower (ENG),7,189,31.50,0,1,1982
DI Gower (ENG),20,1086,63.88,4,4,1983
DI Gower (ENG),10,201,20.10,0,0,1984
DI Gower (ENG),9,231,25.66,1,0,1985
DI Gower (ENG),8,137,17.12,0,1,1986
DI Gower (ENG),17,341,21.31,0,1,1987
DI Gower (ENG),3,125,41.66,0,1,1989
DI Gower (ENG),5,86,17.20,0,1,1990
DI Gower (ENG),4,54,13.50,0,0,1991
SF Graf (AUS),5,5,2.50,0,0,1980
SF Graf (AUS),6,19,4.75,0,0,1981
VD Grandia (NL),1,0,0.00,0,0,2002
AH Gray (WI),4,7,-,0,0,1985
AH Gray (WI),7,13,13.00,0,0,1986
AH Gray (WI),8,23,7.66,0,0,1987
AH Gray (WI),4,8,4.00,0,0,1991
AH Gray (WI),2,-,-,-,-,1988
EJ Gray (NZ),7,57,14.25,0,0,1986
EJ Gray (NZ),2,41,20.50,0,0,1988
EJ Gray (NZ),1,-,-,-,-,1984
AP Grayson (ENG),1,0,0.00,0,0,2000
AP Grayson (ENG),1,6,6.00,0,0,2001
MJ Greatbatch (NZ),12,380,38.00,0,3,1988
MJ Greatbatch (NZ),4,51,17.00,0,0,1989
MJ Greatbatch (NZ),16,453,30.20,2,1,1990
MJ Greatbatch (NZ),5,81,20.25,0,0,1991
MJ Greatbatch (NZ),15,439,29.26,0,4,1992
MJ Greatbatch (NZ),8,198,24.75,0,1,1993
MJ Greatbatch (NZ),7,146,20.85,0,1,1994
MJ Greatbatch (NZ),11,338,30.72,0,2,1995
MJ Greatbatch (NZ),6,120,24.00,0,1,1996
ZE Green (NAM),1,38,38.00,0,0,2019
AE Greenidge (WI),1,23,23.00,0,0,1978
CG Greenidge (WI),5,129,25.80,0,1,1975
CG Greenidge (WI),3,98,32.66,0,0,1976
CG Greenidge (WI),1,8,8.00,0,0,1977
CG Greenidge (WI),9,429,61.28,1,3,1979
CG Greenidge (WI),7,469,93.80,1,4,1980
CG Greenidge (WI),4,148,37.00,1,0,1981
CG Greenidge (WI),9,292,32.44,0,3,1982
CG Greenidge (WI),15,749,57.61,2,5,1983
CG Greenidge (WI),7,223,31.85,0,1,1984
CG Greenidge (WI),8,367,52.42,1,2,1985
CG Greenidge (WI),11,330,30.00,0,3,1986
CG Greenidge (WI),9,446,55.75,3,0,1987
CG Greenidge (WI),17,782,60.15,1,6,1988
CG Greenidge (WI),11,399,36.27,1,2,1989
CG Greenidge (WI),6,156,31.20,0,1,1990
CG Greenidge (WI),6,109,21.80,0,0,1991
AW Greig (ENG),3,55,55.00,0,0,1972
AW Greig (ENG),4,79,26.33,0,0,1973
AW Greig (ENG),4,72,36.00,0,0,1974
AW Greig (ENG),6,32,6.40,0,0,1975
AW Greig (ENG),2,5,2.50,0,0,1976
AW Greig (ENG),3,26,8.66,0,0,1977
AFG Griffith (WI),1,1,1.00,0,0,1996
AFG Griffith (WI),4,49,24.50,0,0,1997
AFG Griffith (WI),2,4,2.00,0,0,1999
AFG Griffith (WI),2,45,22.50,0,0,2000
TR Gripper (ZIM),5,41,8.20,0,0,2001
TR Gripper (ZIM),3,39,13.00,0,0,2003
TGJ Gruijters (NL),2,35,17.50,0,0,2010
TGJ Gruijters (NL),2,33,33.00,0,0,2011
TGJ Gruijters (NL),1,-,-,-,-,2013
RD Gudhka (KENYA),2,17,17.00,0,0,2011
Gulbadin Naib (AFG),1,0,0.00,0,0,2011
Gulbadin Naib (AFG),5,49,12.25,0,0,2012
Gulbadin Naib (AFG),2,21,-,0,0,2013
Gulbadin Naib (AFG),4,82,27.33,0,0,2014
Gulbadin Naib (AFG),3,0,0.00,0,0,2015
Gulbadin Naib (AFG),2,84,84.00,0,1,2016
Gulbadin Naib (AFG),16,225,17.30,0,2,2017
Gulbadin Naib (AFG),16,296,32.88,0,2,2018
Gulbadin Naib (AFG),6,73,14.60,0,0,2019
DAS Gunaratne (SL),5,40,20.00,0,0,2016
DAS Gunaratne (SL),19,483,37.15,1,1,2017
DAS Gunaratne (SL),5,35,8.75,0,0,2018
DAS Gunaratne (SL),2,17,8.50,0,0,2019
PW Gunaratne (SL),16,21,4.20,0,0,2002
PW Gunaratne (SL),7,15,-,0,0,2003
R Gunasekera (CAN),1,4,4.00,0,0,2008
R Gunasekera (CAN),2,130,65.00,0,2,2010
R Gunasekera (CAN),9,117,13.00,0,1,2011
R Gunasekera (CAN),1,53,53.00,0,1,2012
R Gunasekera (CAN),4,97,24.25,0,1,2013
R Gunasekera (CAN),2,54,27.00,0,1,2014
MD Gunathilaka (SL),4,102,25.50,0,1,2015
MD Gunathilaka (SL),12,275,25.00,0,2,2016
MD Gunathilaka (SL),15,539,35.93,1,4,2017
MD Gunathilaka (SL),2,41,41.00,0,0,2018
MD Gunathilaka (SL),3,145,48.33,0,1,2019
FRMD Gunatilleke (SL),1,-,-,-,-,1979
AAW Gunawardena (SL),1,2,2.00,0,0,1994
DA Gunawardene (SL),5,65,13.00,0,1,1998
DA Gunawardene (SL),8,193,24.12,0,1,1999
DA Gunawardene (SL),9,376,41.77,1,1,2000
DA Gunawardene (SL),15,474,31.60,0,4,2001
DA Gunawardene (SL),2,27,13.50,0,0,2002
DA Gunawardene (SL),6,152,25.33,0,0,2003
DA Gunawardene (SL),14,366,28.15,0,4,2004
DA Gunawardene (SL),1,52,52.00,0,1,2005
DA Gunawardene (SL),1,3,3.00,0,0,2006
SK Gupta (KENYA),3,43,14.33,0,0,1996
SK Gupta (KENYA),6,77,12.83,0,0,1999
SK Gupta (KENYA),1,1,-,0,0,2001
MJ Guptill (NZ),22,738,41.00,1,6,2009
MJ Guptill (NZ),16,363,22.68,0,2,2010
MJ Guptill (NZ),16,650,54.16,1,4,2011
MJ Guptill (NZ),11,400,36.36,0,5,2012
MJ Guptill (NZ),11,406,50.75,2,0,2013
MJ Guptill (NZ),14,396,30.46,1,2,2014
MJ Guptill (NZ),32,1489,55.14,4,8,2015
MJ Guptill (NZ),18,727,42.76,2,4,2016
MJ Guptill (NZ),9,384,48.00,1,1,2017
MJ Guptill (NZ),10,423,47.00,1,2,2018
MJ Guptill (NZ),10,464,51.55,3,0,2019
Gurdeep Singh (KENYA),1,1,1.00,0,0,2013
Gurkeerat Singh (INDIA),3,13,6.50,0,0,2016
HF Gurney (ENG),10,15,7.50,0,0,2014
Gursharan Singh (INDIA),1,4,4.00,0,0,1990
AM Guruge (UAE),3,2,-,0,0,2014
AM Guruge (UAE),4,14,-,0,0,2015
AP Gurusinha (SL),1,0,0.00,0,0,1985
AP Gurusinha (SL),9,252,31.50,0,2,1986
AP Gurusinha (SL),8,246,30.75,0,2,1987
AP Gurusinha (SL),11,209,19.00,0,1,1988
AP Gurusinha (SL),8,248,31.00,0,2,1989
AP Gurusinha (SL),15,396,28.28,0,2,1990
AP Gurusinha (SL),4,163,40.75,0,1,1991
AP Gurusinha (SL),19,447,24.83,0,3,1992
AP Gurusinha (SL),14,293,24.41,0,1,1993
AP Gurusinha (SL),14,373,31.08,1,1,1994
AP Gurusinha (SL),17,529,31.11,1,3,1995
AP Gurusinha (SL),27,746,29.84,0,4,1996
Haafiz Shahid (PAK),3,11,11.00,0,0,1988
Habibul Bashar (BDESH),2,16,8.00,0,0,1995
Habibul Bashar (BDESH),5,82,16.40,0,1,1997
Habibul Bashar (BDESH),1,15,15.00,0,0,1998
Habibul Bashar (BDESH),2,25,12.50,0,0,1999
Habibul Bashar (BDESH),4,99,24.75,0,1,2000
Habibul Bashar (BDESH),6,194,32.33,0,2,2001
Habibul Bashar (BDESH),7,117,16.71,0,2,2002
Habibul Bashar (BDESH),15,228,15.20,0,1,2003
Habibul Bashar (BDESH),16,266,16.62,0,2,2004
Habibul Bashar (BDESH),14,337,28.08,0,0,2005
Habibul Bashar (BDESH),22,461,30.73,0,3,2006
Habibul Bashar (BDESH),17,328,21.86,0,2,2007
BJ Haddin (AUS),1,13,13.00,0,0,2001
BJ Haddin (AUS),6,83,13.83,0,0,2004
BJ Haddin (AUS),4,62,31.00,0,0,2005
BJ Haddin (AUS),7,216,36.00,0,1,2006
BJ Haddin (AUS),8,319,45.57,0,2,2007
BJ Haddin (AUS),7,81,16.20,0,1,2008
BJ Haddin (AUS),20,716,37.68,1,5,2009
BJ Haddin (AUS),16,387,32.25,1,1,2010
BJ Haddin (AUS),24,634,28.81,0,5,2011
BJ Haddin (AUS),9,181,30.16,0,1,2013
BJ Haddin (AUS),11,224,32.00,0,0,2014
BJ Haddin (AUS),13,206,34.33,0,0,2015
BG Hadlee (NZ),2,26,26.00,0,0,1975
DR Hadlee (NZ),1,0,0.00,0,0,1973
DR Hadlee (NZ),2,12,12.00,0,0,1974
DR Hadlee (NZ),6,28,9.33,0,0,1975
DR Hadlee (NZ),2,-,-,-,-,1976
Sir RJ Hadlee (NZ),3,49,49.00,0,0,1973
Sir RJ Hadlee (NZ),1,3,3.00,0,0,1974
Sir RJ Hadlee (NZ),5,27,13.50,0,0,1975
Sir RJ Hadlee (NZ),2,0,0.00,0,0,1976
Sir RJ Hadlee (NZ),2,2,1.00,0,0,1978
Sir RJ Hadlee (NZ),4,57,28.50,0,0,1979
Sir RJ Hadlee (NZ),7,115,16.42,0,0,1980
Sir RJ Hadlee (NZ),10,144,20.57,0,0,1981
Sir RJ Hadlee (NZ),3,36,12.00,0,0,1982
Sir RJ Hadlee (NZ),20,293,17.23,0,1,1983
Sir RJ Hadlee (NZ),6,72,14.40,0,0,1984
Sir RJ Hadlee (NZ),13,154,22.00,0,0,1985
Sir RJ Hadlee (NZ),16,307,27.90,0,1,1986
Sir RJ Hadlee (NZ),3,53,17.66,0,0,1987
Sir RJ Hadlee (NZ),13,291,36.37,0,1,1988
Sir RJ Hadlee (NZ),6,148,37.00,0,1,1990
Sir RJ Hadlee (NZ),1,-,-,-,-,1989
Hafizur Rahman (BDESH),2,8,8.00,0,0,1986
RS Haire (IRE),2,56,28.00,0,1,2008
OJ Hairs (SCOT),5,68,13.60,0,0,2010
AD Hales (ENG),7,126,18.00,0,0,2014
AD Hales (ENG),17,453,28.31,1,2,2015
AD Hales (ENG),14,743,61.91,3,4,2016
AD Hales (ENG),15,535,38.21,1,4,2017
AD Hales (ENG),14,457,35.15,1,3,2018
AD Hales (ENG),3,105,52.50,0,1,2019
AJ Hall (SA),1,9,-,0,0,1999
AJ Hall (SA),17,382,23.87,0,1,2000
AJ Hall (SA),8,44,11.00,0,0,2002
AJ Hall (SA),17,151,30.20,0,1,2003
AJ Hall (SA),12,117,23.40,0,0,2005
AJ Hall (SA),18,140,20.00,0,1,2006
AJ Hall (SA),15,62,10.33,0,0,2007
JD Hall (IRE),3,28,9.33,0,0,2010
Hamid Hassan (AFG),3,0,-,0,0,2009
Hamid Hassan (AFG),9,41,8.20,0,0,2010
Hamid Hassan (AFG),2,1,1.00,0,0,2011
Hamid Hassan (AFG),3,6,6.00,0,0,2014
Hamid Hassan (AFG),9,38,7.60,0,0,2015
Hamid Hassan (AFG),2,6,6.00,0,0,2016
Hamid Hassan (AFG),4,-,-,-,-,2013
Hamid Hassan (AFG),1,-,-,-,-,2019
GM Hamilton (SCOT),5,217,54.25,0,2,1999
GM Hamilton (SCOT),3,50,16.66,0,0,2006
GM Hamilton (SCOT),14,382,31.83,0,3,2007
GM Hamilton (SCOT),6,233,38.83,1,1,2008
GM Hamilton (SCOT),7,268,38.28,1,1,2009
GM Hamilton (SCOT),3,81,27.00,0,0,2010
LJ Hamilton (NZ),2,3,-,0,0,2005
Hammad Azam (PAK),5,38,19.00,0,0,2011
Hammad Azam (PAK),3,38,19.00,0,0,2012
Hammad Azam (PAK),3,4,4.00,0,0,2015
JR Hammond (AUS),1,15,-,0,0,1972
JH Hampshire (ENG),1,10,10.00,0,0,1971
JH Hampshire (ENG),2,38,38.00,0,0,1972
Hamza Tariq (CAN),3,42,14.00,0,0,2011
Hamza Tariq (CAN),2,3,1.50,0,0,2013
Hamza Tariq (CAN),2,71,35.50,0,1,2014
PSP Handscomb (AUS),8,149,21.28,0,1,2017
PSP Handscomb (AUS),13,479,43.54,1,3,2019
Hannan Sarkar (BDESH),4,28,7.00,0,0,2002
Hannan Sarkar (BDESH),12,242,20.16,0,2,2003
Hannan Sarkar (BDESH),4,113,28.25,0,1,2004
AS Hansra (CAN),7,85,28.33,0,0,2010
AS Hansra (CAN),10,292,32.44,0,2,2011
AS Hansra (CAN),1,6,6.00,0,0,2012
AS Hansra (CAN),4,36,12.00,0,0,2013
AS Hansra (CAN),2,2,1.00,0,0,2014
RM Haq (SCOT),1,3,3,0,0,2006
RM Haq (SCOT),16,373,23.31,0,3,2007
RM Haq (SCOT),1,2,2,0,0,2008
RM Haq (SCOT),5,10,3.33,0,0,2009
RM Haq (SCOT),4,23,11.5,0,0,2010
RM Haq (SCOT),4,34,34,0,0,2011
RM Haq (SCOT),1,0,-,0,0,2012
RM Haq (SCOT),8,32,6.4,0,0,2013
RM Haq (SCOT),7,32,32,0,0,2014
RM Haq (SCOT),7,57,14.25,0,0,2015
Harbhajan Singh (INDIA),13,9,3,0,0,1998
Harbhajan Singh (INDIA),22,156,13,0,0,2001
Harbhajan Singh (INDIA),27,115,14.37,0,0,2002
Harbhajan Singh (INDIA),20,75,7.5,0,0,2003
Harbhajan Singh (INDIA),11,62,20.66,0,0,2004
Harbhajan Singh (INDIA),24,108,21.6,0,0,2005
Harbhajan Singh (INDIA),23,154,14,0,0,2006
Harbhajan Singh (Asia/INDIA),21,150,18.75,0,0,2007
Harbhajan Singh (INDIA),19,82,8.2,0,0,2008
Harbhajan Singh (INDIA),26,138,13.8,0,0,2009
Harbhajan Singh (INDIA),6,34,17,0,0,2010
Harbhajan Singh (INDIA),17,107,13.37,0,0,2011
Harbhajan Singh (INDIA),7,47,15.66,0,0,2015
Harilal Shah (EAf),3,6,2,0,0,1975
Haris Sohail (PAK),4,45,15,0,0,2013
Haris Sohail (PAK),5,235,58.75,0,2,2014
Haris Sohail (PAK),13,494,44.9,0,5,2015
Haris Sohail (PAK),4,186,46.5,0,3,2018
Haris Sohail (PAK),8,360,60,2,0,2019
SJ Harmison (ENG),2,2,-,0,0,2002
SJ Harmison (ENG),4,7,7,0,0,2003
SJ Harmison (ENG),17,24,12,0,0,2004
SJ Harmison (ENG),15,22,5.5,0,0,2005
SJ Harmison (ENG),8,12,6,0,0,2006
SJ Harmison (ENG),8,6,3,0,0,2008
SJ Harmison (ENG),4,18,-,0,0,2009
Haroon Rasheed (PAK),1,5,5,0,0,1977
Haroon Rasheed (PAK),2,21,10.5,0,0,1978
Haroon Rasheed (PAK),4,69,23,0,0,1979
Haroon Rasheed (PAK),5,71,35.5,0,1,1982
RA Harper (WI),5,0,0,0,0,1983
RA Harper (WI),15,86,28.66,0,0,1985
RA Harper (WI),13,131,26.2,0,0,1986
RA Harper (WI),18,131,10.91,0,0,1987
RA Harper (WI),6,46,15.33,0,0,1988
RA Harper (WI),4,22,7.33,0,0,1989
RA Harper (WI),4,3,3,0,0,1992
RA Harper (WI),6,50,12.5,0,0,1993
RA Harper (WI),5,86,17.2,0,0,1994
RA Harper (WI),8,150,30,0,0,1995
RA Harper (WI),16,150,13.63,0,0,1996
RA Harper (WI),5,-,-,-,-,1984
CZ Harris (NZ),7,51,10.20,0,0,1990
CZ Harris (NZ),6,138,34.50,0,1,1991
CZ Harris (NZ),19,290,29.00,0,1,1992
CZ Harris (NZ),4,22,5.50,0,0,1993
CZ Harris (NZ),21,321,26.75,0,1,1994
CZ Harris (NZ),18,387,25.80,1,0,1996
CZ Harris (NZ),17,477,68.14,0,3,1997
CZ Harris (NZ),23,423,32.53,0,3,1998
CZ Harris (NZ),26,410,37.27,0,0,1999
CZ Harris (NZ),24,391,32.58,0,1,2000
CZ Harris (NZ),23,439,29.26,0,2,2001
CZ Harris (NZ),28,606,27.54,0,3,2002
CZ Harris (NZ),22,295,21.07,0,0,2003
CZ Harris (NZ),12,129,18.42,0,1,2004
JV Harris (CAN),6,91,15.16,0,0,2003
PL Harris (SA),3,-,-,-,-,2008
RJ Harris (AUS),1,7,7.00,0,0,2009
RJ Harris (AUS),16,36,9.00,0,0,2010
RJ Harris (AUS),4,5,5.00,0,0,2012
MN Hart (NZ),10,49,8.16,0,0,1994
MN Hart (NZ),1,0,0.00,0,0,1999
MN Hart (NZ),1,12,12.00,0,0,2002
MN Hart (NZ),1,-,-,-,-,1996
RG Hart (NZ),2,0,0.00,0,0,2002
RT Hart (NZ),1,3,3.00,0,0,1985
BR Hartland (NZ),3,73,24.33,0,1,1992
BR Hartland (NZ),13,238,19.83,0,1,1994
Harunur Rashid (BDESH),2,0,0.00,0,0,1988
IJ Harvey (AUS),4,8,2.66,0,0,1997
IJ Harvey (AUS),7,93,23.25,0,0,1998
IJ Harvey (AUS),8,101,20.20,0,0,2000
IJ Harvey (AUS),16,161,32.20,0,0,2001
IJ Harvey (AUS),8,66,9.42,0,0,2002
IJ Harvey (AUS),18,173,19.22,0,0,2003
IJ Harvey (AUS),12,113,16.14,0,0,2004
Harvinder Singh (INDIA),6,1,1.00,0,0,1997
Harvinder Singh (INDIA),7,4,2.00,0,0,1998
Harvinder Singh (INDIA),3,1,1.00,0,0,2001
SM Harwood (AUS),1,0,0.00,0,0,2009
Hasan Ali (PAK),8,15,5.00,0,0,2016
Hasan Ali (PAK),18,40,13.33,0,0,2017
Hasan Ali (PAK),15,88,11.00,0,1,2018
Hasan Ali (PAK),8,94,23.50,0,1,2019
Hasan Jamil (PAK),2,48,24.00,0,0,1977
Hasan Jamil (PAK),4,63,21.00,0,0,1978
Hasan Raza (PAK),5,29,7.25,0,0,1996
Hasan Raza (PAK),5,47,11.75,0,0,1997
Hasan Raza (PAK),1,46,46.00,0,0,1998
Hasan Raza (PAK),5,120,30.00,0,1,1999
Haseeb Amjad (HKG),4,98,24.50,0,0,2014
Haseeb Amjad (HKG),2,4,-,0,0,2015
Haseeb Amjad (HKG),1,10,10.00,0,0,2016
Hashmatullah Shahidi (AFG),2,13,13.00,0,0,2013
Hashmatullah Shahidi (AFG),4,67,22.33,0,0,2014
Hashmatullah Shahidi (AFG),6,152,25.33,0,1,2016
Hashmatullah Shahidi (AFG),5,90,22.50,0,0,2017
Hashmatullah Shahidi (AFG),8,353,58.83,0,4,2018
Hashmatullah Shahidi (AFG),6,190,38.00,0,2,2019
Hasibul Hossain (BDESH),2,1,-,0,0,1995
Hasibul Hossain (BDESH),7,61,10.16,0,0,1997
Hasibul Hossain (BDESH),6,34,6.80,0,0,1998
Hasibul Hossain (BDESH),10,49,7.00,0,0,1999
Hasibul Hossain (BDESH),2,16,-,0,0,2000
Hasibul Hossain (BDESH),1,0,0.00,0,0,2001
Hasibul Hossain (BDESH),3,10,10.00,0,0,2003
Hasibul Hossain (BDESH),1,1,-,0,0,2004
MJ Haslam (NZ),1,9,9.00,0,0,1992
BF Hastings (NZ),3,4,2.00,0,0,1973
BF Hastings (NZ),2,34,17.00,0,0,1974
BF Hastings (NZ),6,113,28.25,0,0,1975
JW Hastings (AUS),2,16,16.00,0,0,2010
JW Hastings (AUS),9,66,16.50,0,0,2011
JW Hastings (AUS),2,34,-,0,0,2015
JW Hastings (AUS),15,155,31.00,0,1,2016
JW Hastings (AUS),1,-,-,-,-,2017
Hasti Gul (AFG),2,23,-,0,0,2009
UC Hathurusingha (SL),13,189,17.18,0,1,1992
UC Hathurusingha (SL),13,400,30.76,0,3,1993
UC Hathurusingha (SL),4,56,18.66,0,0,1995
UC Hathurusingha (SL),2,3,1.50,0,0,1996
UC Hathurusingha (SL),2,21,10.50,0,0,1998
UC Hathurusingha (SL),1,0,0.00,0,0,1999
NM Hauritz (AUS),5,13,-,0,0,2002
NM Hauritz (AUS),3,22,22.00,0,0,2003
NM Hauritz (AUS),30,161,26.83,0,0,2009
NM Hauritz (AUS),19,138,19.71,0,1,2010
NM Hauritz (AUS),1,2,2.00,0,0,2011
ML Hayden (AUS),5,102,25.50,0,1,1993
ML Hayden (AUS),8,184,26.28,0,1,1994
ML Hayden (AUS),6,191,38.20,0,3,2000
ML Hayden (AUS),8,311,44.42,1,2,2001
ML Hayden (AUS),21,878,54.87,1,6,2002
ML Hayden (AUS),32,1037,39.88,0,5,2003
ML Hayden (AUS),23,946,41.13,2,6,2004
ML Hayden (AUS/ICC),16,482,32.13,1,2,2005
ML Hayden (AUS),2,103,51.50,0,1,2006
ML Hayden (AUS),32,1601,59.29,5,6,2007
ML Hayden (AUS),8,298,37.25,0,3,2008
FC Hayes (ENG),3,38,19.00,0,0,1973
FC Hayes (ENG),3,90,30.00,0,1,1975
RL Hayes (NZ),1,13,13.00,0,0,1995
DL Haynes (WI),1,148,148.00,1,0,1978
DL Haynes (WI),9,298,33.11,0,2,1979
DL Haynes (WI),10,171,17.10,0,1,1980
DL Haynes (WI),7,294,49.00,0,2,1981
DL Haynes (WI),9,131,14.55,0,1,1982
DL Haynes (WI),16,520,37.14,0,4,1983
DL Haynes (WI),20,813,54.20,4,4,1984
DL Haynes (WI),28,1232,56.00,3,7,1985
DL Haynes (WI),11,416,46.22,0,4,1986
DL Haynes (WI),19,562,31.22,1,3,1987
DL Haynes (WI),16,746,49.73,3,3,1988
DL Haynes (WI),23,1007,55.94,4,4,1989
DL Haynes (WI),8,283,40.42,0,3,1990
DL Haynes (WI),12,440,36.66,0,4,1991
DL Haynes (WI),20,645,37.94,0,6,1992
DL Haynes (WI),25,674,29.30,0,7,1993
DL Haynes (WI),4,268,67.00,1,2,1994
RC Haynes (WI),5,26,8.66,0,0,1989
RC Haynes (WI),1,0,0.00,0,0,1990
RC Haynes (WI),2,0,0.00,0,0,1991
M Hayward (SA),16,12,3.00,0,0,2000
M Hayward (SA),1,-,-,-,-,1998
M Hayward (SA),2,-,-,-,-,2001
M Hayward (SA),2,-,-,-,-,2002
JR Hazlewood (AUS),4,0,-,0,0,2014
JR Hazlewood (AUS),16,16,-,0,0,2016
JR Hazlewood (AUS),9,5,2.50,0,0,2017
JR Hazlewood (AUS),6,16,-,0,0,2018
JR Hazlewood (AUS),1,-,-,-,-,2010
JR Hazlewood (AUS),1,-,-,-,-,2013
JR Hazlewood (AUS),7,-,-,-,-,2015
Hazratullah Zazai (AFG),2,15,7.50,0,0,2018
Hazratullah Zazai (AFG),6,168,28.00,0,1,2019
TM Head (AUS),15,416,29.71,0,3,2016
TM Head (AUS),15,518,47.09,1,3,2017
TM Head (AUS),12,339,28.25,0,4,2018
DW Headley (ENG),2,3,-,0,0,1996
DW Headley (ENG),5,7,-,0,0,1997
DW Headley (ENG),2,0,0.00,0,0,1998
DW Headley (ENG),4,12,12.00,0,0,1999
RGA Headley (WI),1,19,19.00,0,0,1973
IA Healy (AUS),4,27,13.50,0,0,1988
IA Healy (AUS),17,89,12.71,0,0,1989
IA Healy (AUS),23,240,30.00,0,0,1990
IA Healy (AUS),14,131,43.66,0,1,1991
IA Healy (AUS),20,140,14.00,0,0,1992
IA Healy (AUS),17,223,20.27,0,0,1993
IA Healy (AUS),24,290,22.30,0,0,1994
IA Healy (AUS),13,235,33.57,0,2,1995
IA Healy (AUS),24,242,15.12,0,1,1996
IA Healy (AUS),12,147,21.00,0,0,1997
SP Heaney (CAN),4,41,10.25,0,0,2006
SD Heazlett (AUS),1,4,4.00,0,0,2017
TJ Heggelman (NL),2,3,1.50,0,0,2010
TJ Heggelman (NL),3,24,8.00,0,0,2011
EE Hemmings (ENG),2,1,1.00,0,0,1982
EE Hemmings (ENG),3,3,3.00,0,0,1983
EE Hemmings (ENG),8,4,-,0,0,1987
EE Hemmings (ENG),5,1,-,0,0,1989
EE Hemmings (ENG),13,20,6.66,0,0,1990
EE Hemmings (ENG),2,1,1.00,0,0,1991
DL Hemp (BMUDA),7,190,31.66,0,1,2006
DL Hemp (BMUDA),13,268,22.33,0,2,2007
DL Hemp (BMUDA),2,183,183.00,1,1,2009
C Hemraj (WI),6,82,13.66,0,0,2018
CW Henderson (SA),4,-,-,-,-,2001
M Hendrick (ENG),1,1,1.00,0,0,1973
M Hendrick (ENG),2,1,1.00,0,0,1975
M Hendrick (ENG),3,1,-,0,0,1976
M Hendrick (ENG),1,2,-,0,0,1978
M Hendrick (ENG),9,1,1.00,0,0,1979
M Hendrick (ENG),3,0,0.00,0,0,1981
M Hendrick (ENG),1,-,-,-,-,1977
M Hendrick (ENG),2,-,-,-,-,1980
BE Hendricks (SA),2,2,-,0,0,2019
RR Hendricks (SA),9,244,27.11,1,1,2018
RR Hendricks (SA),9,211,26.37,0,1,2019
MC Henriques (AUS),2,18,9.00,0,0,2009
MC Henriques (AUS),3,14,7.00,0,0,2013
MC Henriques (AUS),1,4,4.00,0,0,2015
MC Henriques (AUS),2,10,5.00,0,0,2016
MC Henriques (AUS),3,35,17.50,0,0,2017
CC Henry (CAN),2,6,6.00,0,0,1979
MJ Henry (NZ),6,1,1.00,0,0,2014
MJ Henry (NZ),12,32,10.66,0,0,2015
MJ Henry (NZ),12,132,33.00,0,0,2016
MJ Henry (NZ),4,5,5.00,0,0,2017
MJ Henry (NZ),7,23,23.00,0,0,2019
MJ Henry (NZ),2,-,-,-,-,2018
O Henry (SA),3,20,10.00,0,0,1992
HMRKB Herath (SL),6,0,-,0,0,2004
HMRKB Herath (SL),3,2,2.00,0,0,2010
HMRKB Herath (SL),7,15,7.50,0,0,2011
HMRKB Herath (SL),22,39,13.00,0,0,2012
HMRKB Herath (SL),17,67,11.16,0,0,2013
HMRKB Herath (SL),9,3,3.00,0,0,2014
HMRKB Herath (SL),7,14,7.00,0,0,2015
JG Heron (ZIM),6,50,8.33,0,0,1983
SO Hetmyer (WI),2,31,15.50,0,0,2017
SO Hetmyer (WI),18,727,40.38,3,2,2018
SO Hetmyer (WI),5,141,70.50,1,0,2019
PD Heyn (SL),2,3,1.50,0,0,1975
GA Hick (ENG),3,129,64.50,0,1,1991
GA Hick (ENG),18,499,35.64,0,5,1992
GA Hick (ENG),11,410,41.00,1,3,1993
GA Hick (ENG),10,336,37.33,0,2,1994
GA Hick (ENG),5,197,39.40,0,2,1995
GA Hick (ENG),15,534,38.14,1,3,1996
GA Hick (ENG),4,109,27.25,0,0,1997
GA Hick (ENG),9,263,29.22,0,2,1998
GA Hick (ENG),21,794,46.70,3,4,1999
GA Hick (ENG),21,516,32.25,0,5,2000
GA Hick (ENG),3,59,19.66,0,0,2001
RS Higgins (ZIM),11,15,2.50,0,0,2006
AMJ Hilditch (AUS),4,153,38.25,0,1,1979
AMJ Hilditch (AUS),4,73,18.25,0,0,1985
BW Hilfenhaus (AUS),14,29,9.66,0,0,2009
BW Hilfenhaus (AUS),10,0,-,0,0,2012
BW Hilfenhaus (AUS),1,-,-,-,-,2007
