Player,Matches,Runs,Average,100s,50s,Year
Ashraf Ali (PAK),5,17,17.00,0,0,1984
Ashraf Ali (PAK),3,19,19.00,0,0,1985
Ashraf Ali (PAK),1,-,-,-,-,1980
R Ashwin (INDIA),7,38,19.00,0,0,2010
R Ashwin (INDIA),18,122,17.42,0,0,2011
R Ashwin (INDIA),16,135,27.00,0,0,2012
R Ashwin (INDIA),29,167,12.84,0,0,2013
R Ashwin (INDIA),17,147,16.33,0,1,2014
R Ashwin (INDIA),13,48,16.00,0,0,2015
R Ashwin (INDIA),2,1,1.00,0,0,2016
R Ashwin (INDIA),9,17,8.50,0,0,2017
Asif Ali (PAK),11,200,28.57,0,1,2018
Asif Ali (PAK),5,142,35.50,0,2,2019
Asif Iqbal (PAK),1,3,3.00,0,0,1973
Asif Iqbal (PAK),2,24,-,0,0,1974
Asif Iqbal (PAK),1,53,53.00,0,1,1975
Asif Iqbal (PAK),1,59,-,0,1,1977
Asif Iqbal (PAK),1,62,62.00,0,1,1978
Asif Iqbal (PAK),4,129,43.00,0,2,1979
Asif Iqbal (1) (UAE),1,8,8.00,0,0,2015
Asif Mahmood (PAK),2,14,7.00,0,0,1998
Asif Masood (PAK),1,4,-,0,0,1973
Asif Masood (PAK),3,6,6.00,0,0,1975
Asif Masood (PAK),1,0,0.00,0,0,1976
Asif Masood (PAK),2,-,-,-,-,1974
Asif Mujtaba (PAK),3,11,3.66,0,0,1986
Asif Mujtaba (PAK),4,67,33.50,0,1,1987
Asif Mujtaba (PAK),10,197,21.88,0,2,1992
Asif Mujtaba (PAK),25,606,46.61,1,3,1993
Asif Mujtaba (PAK),17,124,17.71,0,0,1994
Asif Mujtaba (PAK),6,61,10.16,0,0,1995
Asif Mujtaba (PAK),1,2,2,0,0,1996
Asim Butt (SCOT),5,23,5.75,0,0,1999
Asim Saeed (UAE),2,12,6,0,0,2004
NJ Astle (NZ),14,414,31.84,1,2,1995
NJ Astle (NZ),22,560,25.45,2,2,1996
NJ Astle (NZ),17,647,38.05,1,5,1997
NJ Astle (NZ),22,891,42.42,1,7,1998
NJ Astle (NZ),21,569,29.94,2,2,1999
NJ Astle (NZ),25,845,38.4,1,6,2000
NJ Astle (NZ),18,735,43.23,3,3,2001
NJ Astle (NZ),25,619,28.13,1,4,2002
NJ Astle (NZ),10,260,32.5,1,1,2003
NJ Astle (NZ),14,490,40.83,1,3,2004
NJ Astle (NZ),17,428,28.53,1,2,2005
NJ Astle (NZ),12,586,58.6,1,4,2006
NJ Astle (NZ),6,46,9.2,0,0,2007
TD Astle (NZ),3,64,64,0,0,2017
TD Astle (NZ),3,5,5,0,0,2018
TD Astle (NZ),3,10,10,0,0,2019
SK Atai (PNG),1,-,-,-,-,2019
MS Atapattu (SL),2,8,8,0,0,1990
MS Atapattu (SL),5,35,11.66,0,0,1992
MS Atapattu (SL),4,84,28,0,1,1996
MS Atapattu (SL),25,879,38.21,1,6,1997
MS Atapattu (SL),20,744,43.76,1,5,1998
MS Atapattu (SL),33,787,25.38,0,7,1999
MS Atapattu (SL),21,942,55.41,3,6,2000
MS Atapattu (SL),33,1084,38.71,0,10,2001
MS Atapattu (SL),32,1192,41.1,2,8,2002
MS Atapattu (SL),26,812,36.9,3,2,2003
MS Atapattu (SL),24,729,38.36,1,5,2004
MS Atapattu (SL),14,498,38.3,0,5,2005
MS Atapattu (SL),22,592,37,0,4,2006
MS Atapattu (SL),7,143,28.6,0,0,2007
Ata-ur-Rehman (PAK),2,0,-,0,0,1992
Ata-ur-Rehman (PAK),9,2,1,0,0,1993
Ata-ur-Rehman (PAK),12,19,9.5,0,0,1994
Ata-ur-Rehman (PAK),2,6,-,0,0,1995
Ata-ur-Rehman (PAK),5,7,2.33,0,0,1996
Athar Ali Khan (BDESH),3,68,22.66,0,0,1988
Athar Ali Khan (BDESH),2,122,122,0,1,1990
Athar Ali Khan (BDESH),3,21,7,0,0,1995
Athar Ali Khan (BDESH),7,259,37,0,2,1997
Athar Ali Khan (BDESH),4,62,15.5,0,0,1998
MA Atherton (ENG),3,99,33,0,1,1990
MA Atherton (ENG),7,236,39.33,0,2,1991
MA Atherton (ENG),10,466,51.77,0,4,1994
MA Atherton (ENG),5,267,53.4,1,1,1995
MA Atherton (ENG),19,404,21.26,0,3,1996
MA Atherton (ENG),9,255,31.87,1,0,1997
MA Atherton (ENG),1,64,64.00,0,1,1998
CWJ Athey (ENG),2,83,41.50,0,1,1980
CWJ Athey (ENG),1,142,-,1,0,1986
CWJ Athey (ENG),26,619,26.91,1,3,1987
CWJ Athey (ENG),2,4,2.00,0,0,1988
Atiq-uz-Zaman (PAK),3,34,17.00,0,0,2000
JJ Atkinson (HKG),2,41,20.50,0,0,2008
JJ Atkinson (HKG),4,129,32.25,0,1,2014
JJ Atkinson (HKG),2,44,22.00,0,0,2016
JJ Atkinson (HKG),1,36,36.00,0,0,2017
ID Austin (ENG),4,29,14.50,0,0,1998
ID Austin (ENG),5,5,1.66,0,0,1999
RA Austin (WI),1,8,8.00,0,0,1978
KBJ Azad (INDIA),3,34,11.33,0,0,1980
KBJ Azad (INDIA),5,92,18.40,0,0,1981
KBJ Azad (INDIA),7,56,11.20,0,0,1983
KBJ Azad (INDIA),7,56,18.66,0,0,1984
KBJ Azad (INDIA),3,31,10.33,0,0,1986
Azam Khan (PAK),5,113,28.25,0,1,1996
Azam Khan (PAK),1,3,3.00,0,0,1998
Azeem Hafeez (PAK),2,12,12.00,0,0,1983
Azeem Hafeez (PAK),8,10,10.00,0,0,1984
Azeem Hafeez (PAK),5,23,23.00,0,0,1985
M Azharuddin (INDIA),15,444,34.15,0,1,1985
M Azharuddin (INDIA),26,528,31.05,0,3,1986
M Azharuddin (INDIA),21,517,39.76,1,3,1987
M Azharuddin (INDIA),19,481,32.06,1,0,1988
M Azharuddin (INDIA),17,282,20.14,0,0,1989
M Azharuddin (INDIA),13,522,65.25,1,4,1990
M Azharuddin (INDIA),13,229,25.44,0,1,1991
M Azharuddin (INDIA),21,652,34.31,0,5,1992
M Azharuddin (INDIA),18,769,59.15,0,8,1993
M Azharuddin (INDIA),25,689,36.26,0,3,1994
M Azharuddin (INDIA),12,286,31.77,0,2,1995
M Azharuddin (INDIA),32,931,38.79,0,6,1996
M Azharuddin (INDIA),36,1104,40.88,1,9,1997
M Azharuddin (INDIA),37,1268,43.72,3,8,1998
M Azharuddin (INDIA),18,408,27.20,0,4,1999
M Azharuddin (INDIA),11,268,26.80,0,1,2000
Azhar Ali (PAK),1,39,39.00,0,0,2011
Azhar Ali (PAK),12,411,45.66,0,4,2012
Azhar Ali (PAK),1,2,2.00,0,0,2013
Azhar Ali (PAK),17,775,45.58,2,3,2015
Azhar Ali (PAK),11,341,31.00,1,2,2016
Azhar Ali (PAK),8,265,33.12,0,3,2017
Azhar Ali (PAK),3,12,4.00,0,0,2018
Azhar Hossain (BDESH),3,14,4.66,0,0,1988
Azhar Hossain (BDESH),4,82,20.50,0,1,1990
Azhar Mahmood (PAK),7,41,6.83,0,0,1996
Azhar Mahmood (PAK),17,146,24.33,0,1,1997
Azhar Mahmood (PAK),25,265,17.66,0,1,1998
Azhar Mahmood (PAK),27,343,20.17,0,0,1999
Azhar Mahmood (PAK),23,278,19.85,0,1,2000
Azhar Mahmood (PAK),12,133,19.00,0,0,2001
Azhar Mahmood (PAK),12,103,11.44,0,0,2002
Azhar Mahmood (PAK),6,78,26.00,0,0,2003
Azhar Mahmood (PAK),5,48,16.00,0,0,2004
Azhar Mahmood (PAK),5,57,28.50,0,0,2005
Azhar Mahmood (PAK),4,29,14.50,0,0,2007
Azhar Saeed (UAE),2,3,1.50,0,0,1994
Azhar Saeed (UAE),5,58,11.60,0,0,1996
Azmat Rana (PAK),2,42,42.00,0,0,1978
SJ Baard (NAM),1,13,13.00,0,0,2019
Babar Azam (PAK),7,230,38.33,0,3,2015
Babar Azam (PAK),11,656,59.63,3,2,2016
Babar Azam (PAK),18,872,67.07,4,2,2017
Babar Azam (PAK),18,509,36.35,1,2,2018
Babar Azam (PAK),10,472,52.44,1,3,2019
Babar Hayat (HKG),4,122,30.50,0,2,2014
Babar Hayat (HKG),2,54,27.00,0,0,2015
Babar Hayat (HKG),6,249,49.80,0,3,2016
Babar Hayat (HKG),4,245,81.66,0,3,2017
Babar Hayat (HKG),6,114,19.00,0,0,2018
SFAF Bacchus (WI),2,0,0.00,0,0,1978
SFAF Bacchus (WI),4,157,39.25,0,1,1980
SFAF Bacchus (WI),6,75,12.50,0,0,1981
SFAF Bacchus (WI),7,145,24.16,0,0,1982
SFAF Bacchus (WI),10,235,47.00,0,2,1983
AM Bacher (SA),7,123,17.57,0,0,1997
AM Bacher (SA),1,45,45.00,0,0,1998
AM Bacher (SA),5,102,20.40,0,1,2005
HK Badani (INDIA),8,239,47.80,0,2,2000
HK Badani (INDIA),15,327,27.25,1,1,2001
HK Badani (INDIA),6,89,22.25,0,0,2002
HK Badani (INDIA),2,71,35.50,0,0,2003
HK Badani (INDIA),9,141,47.00,0,1,2004
S Badrinath (INDIA),3,39,19.50,0,0,2008
S Badrinath (INDIA),4,40,13.33,0,0,2011
A Bagai (CAN),6,56,11.20,0,0,2003
A Bagai (CAN),10,221,24.55,0,2,2006
A Bagai (CAN),14,496,41.33,2,2,2007
A Bagai (CAN),6,181,30.16,0,2,2008
A Bagai (CAN),7,243,48.60,0,2,2009
A Bagai (CAN),11,539,59.88,0,6,2010
A Bagai (CAN),6,225,45.00,0,2,2011
A Bagai (CAN),2,3,3.00,0,0,2013
SV Bahutule (INDIA),3,0,-,0,0,1997
SV Bahutule (INDIA),4,12,6.00,0,0,1998
SV Bahutule (INDIA),1,11,11.00,0,0,2003
HS Baidwan (CAN),6,99,49.5,0,0,2008
HS Baidwan (CAN),5,16,5.33,0,0,2009
HS Baidwan (CAN),8,32,32,0,0,2010
HS Baidwan (CAN),9,68,11.33,0,0,2011
HS Baidwan (CAN),2,2,2,0,0,2013
HS Baidwan (CAN),2,3,1.5,0,0,2014
GJ Bailey (AUS),13,441,40.09,0,3,2012
GJ Bailey (AUS),22,1098,64.58,2,8,2013
GJ Bailey (AUS),17,406,25.37,0,3,2014
GJ Bailey (AUS),11,291,32.33,0,3,2015
GJ Bailey (AUS),27,808,36.72,1,5,2016
MD Bailey (NZ),1,-,-,-,-,1998
RJ Bailey (ENG),1,41,-,0,0,1985
RJ Bailey (ENG),1,11,11,0,0,1987
RJ Bailey (ENG),1,43,-,0,0,1988
RJ Bailey (ENG),1,42,42,0,0,1990
DL Bairstow (ENG),8,56,11.2,0,0,1979
DL Bairstow (ENG),8,99,24.75,0,0,1980
DL Bairstow (ENG),2,21,10.5,0,0,1981
DL Bairstow (ENG),3,30,10,0,0,1984
JM Bairstow (ENG),6,90,22.5,0,0,2011
JM Bairstow (ENG),1,29,29,0,0,2012
JM Bairstow (ENG),5,141,47,0,1,2015
JM Bairstow (ENG),10,198,28.28,0,1,2016
JM Bairstow (ENG),10,534,106.8,2,3,2017
JM Bairstow (ENG),22,1025,46.59,4,2,2018
JM Bairstow (ENG),9,312,44.57,1,2,2019
LS Baker (WI),4,2,1,0,0,2008
LS Baker (WI),6,11,-,0,0,2009
PJ Bakker (NL),5,1,-,0,0,1996
S Baksh (CAN),1,0,0,0,0,1979
L Balaji (INDIA),23,95,11.87,0,0,2004
L Balaji (INDIA),5,18,18,0,0,2005
L Balaji (INDIA),1,7,7,0,0,2009
L Balaji (INDIA),1,-,-,-,-,2002
WD Balaji Rao (CAN),1,10,10,0,0,2008
WD Balaji Rao (CAN),1,3,3,0,0,2009
WD Balaji Rao (CAN),2,24,24,0,0,2010
WD Balaji Rao (CAN),6,22,4.4,0,0,2011
A Balbirnie (IRE),4,29,7.25,0,0,2010
A Balbirnie (IRE),3,60,20,0,0,2014
A Balbirnie (IRE),15,362,27.84,0,2,2015
A Balbirnie (IRE),15,306,25.5,0,2,2017
A Balbirnie (IRE),13,489,37.61,2,3,2018
A Balbirnie (IRE),11,452,50.22,2,1,2019
JT Ball (ENG),3,28,28,0,0,2016
JT Ball (ENG),13,9,4.5,0,0,2017
JT Ball (ENG),2,1,1,0,0,2018
GS Ballance (ENG),1,0,0,0,0,2013
GS Ballance (ENG),11,261,29,0,2,2014
GS Ballance (ENG),4,36,9.00,0,0,2015
HMCM Bandara (SL),19,85,12.14,0,0,2006
HMCM Bandara (SL),9,44,11.00,0,0,2007
HMCM Bandara (SL),2,31,15.50,0,0,2009
HMCM Bandara (SL),1,-,-,-,-,2010
KMC Bandara (SL),1,1,-,0,0,2016
MRCN Bandaratilleke (SL),3,0,0.00,0,0,1998
ST Banerjee (INDIA),3,13,13.00,0,0,1991
ST Banerjee (INDIA),3,36,36.00,0,0,1992
SB Bangar (INDIA),9,159,22.71,0,1,2002
SB Bangar (INDIA),4,18,4.50,0,0,2003
SB Bangar (INDIA),2,3,1.50,0,0,2004
OAC Banks (WI),3,44,14.66,0,0,2003
OAC Banks (WI),2,39,19.50,0,0,2005
EAE Baptiste (WI),5,5,5.00,0,0,1983
EAE Baptiste (WI),18,106,17.66,0,0,1984
EAE Baptiste (WI),6,8,8.00,0,0,1985
EAE Baptiste (WI),1,14,14.00,0,0,1987
EAE Baptiste (WI),6,51,17.00,0,0,1988
EAE Baptiste (WI),5,-,-,-,-,1989
EAE Baptiste (WI),2,-,-,-,-,1990
AB Barath (WI),5,131,26.20,0,1,2010
AB Barath (WI),7,180,30.00,1,0,2011
AB Barath (WI),2,83,41.50,0,0,2012
GD Barlow (ENG),3,80,40.00,0,1,1976
GD Barlow (ENG),3,69,23.00,0,0,1977
GEF Barnett (CAN),4,47,11.75,0,0,2006
GEF Barnett (CAN),6,173,28.83,0,1,2007
GEF Barnett (CAN),2,7,3.50,0,0,2008
GEF Barnett (CAN),4,105,26.25,0,0,2009
GEF Barnett (CAN),6,123,20.50,0,0,2010
KJ Barnett (ENG),1,84,84.00,0,1,1988
W Barresi (NL),9,208,29.71,0,2,2010
W Barresi (NL),10,249,24.90,0,1,2011
W Barresi (NL),2,51,51.00,0,1,2012
W Barresi (NL),5,110,27.50,0,1,2013
W Barresi (NL),2,165,165.00,1,0,2014
W Barresi (NL),2,83,41.50,0,1,2018
OO Bascome (BMUDA),6,65,10.83,0,0,2008
DM Basden (BMUDA),2,12,6.00,0,0,2007
Basit Ali (PAK),13,471,47.10,1,2,1993
Basit Ali (PAK),24,580,34.11,0,6,1994
Basit Ali (PAK),10,174,21.75,0,1,1995
Basit Ali (PAK),3,40,20.00,0,0,1996
TC Bastiampillai (CAN),3,76,25.33,0,0,2007
TC Bastiampillai (CAN),2,8,4.00,0,0,2008
TC Bastiampillai (CAN),6,79,13.16,0,0,2010
TC Bastiampillai (CAN),2,12,6.00,0,0,2014
MD Bates (NZ),2,13,13.00,0,0,2012
GJ Batty (ENG),2,3,1.50,0,0,2002
GJ Batty (ENG),3,1,1.00,0,0,2004
GJ Batty (ENG),1,2,2.00,0,0,2006
GJ Batty (ENG),3,24,12.00,0,0,2009
GJ Batty (ENG),1,-,-,-,-,2003
IPP Batuwitarachchi (UAE),2,14,7.00,0,0,2008
D Bau (PNG),3,50,16.66,0,0,2016
D Bau (PNG),7,120,20.00,0,0,2017
S Bau (PNG),3,92,30.66,0,0,2016
S Bau (PNG),9,211,23.44,0,1,2017
S Bau (PNG),4,12,3.00,0,0,2018
S Bau (PNG),1,27,-,0,0,2019
CS Baugh (WI),5,65,21.66,0,0,2003
CS Baugh (WI),1,3,3.00,0,0,2004
CS Baugh (WI),19,118,14.75,0,0,2006
CS Baugh (WI),5,37,12.33,0,0,2008
CS Baugh (WI),12,195,32.50,0,0,2011
CS Baugh (WI),5,64,21.33,0,0,2012
T Bavuma (SA),1,113,113.00,1,0,2016
T Bavuma (SA),1,48,48.00,0,0,2017
Bazid Khan (PAK),2,12,6.00,0,0,2004
Bazid Khan (PAK),1,66,66.00,0,1,2005
Bazid Khan (PAK),2,53,26.50,0,1,2008
GR Beard (AUS),2,-,-,-,-,1981
RR Beaton (WI),2,15,15.00,0,0,2017
AC Bedade (INDIA),13,158,22.57,0,1,1994
BS Bedi (INDIA),1,0,0.00,0,0,1974
BS Bedi (INDIA),2,6,6.00,0,0,1975
BS Bedi (INDIA),1,4,-,0,0,1976
BS Bedi (INDIA),3,2,2.00,0,0,1978
BS Bedi (INDIA),3,19,9.50,0,0,1979
F Behardien (SA),11,172,21.50,0,1,2013
F Behardien (SA),5,117,23.40,0,1,2014
F Behardien (SA),20,400,40.00,0,2,2015
F Behardien (SA),15,259,32.37,0,2,2016
F Behardien (SA),7,125,41.66,0,0,2017
F Behardien (SA),1,1,1.00,0,0,2018
JP Behrendorff (AUS),6,7,-,0,0,2019
IR Bell (ENG),4,163,40.75,0,2,2004
IR Bell (ENG),6,63,31.50,0,0,2005
IR Bell (ENG),16,654,43.60,0,5,2006
IR Bell (ENG),33,1080,33.75,1,6,2007
IR Bell (ENG),20,523,30.76,0,2,2008
IR Bell (ENG),4,139,69.50,0,1,2010
IR Bell (ENG),25,612,26.60,0,3,2011
IR Bell (ENG),11,549,54.90,1,4,2012
IR Bell (ENG),16,645,43.00,1,4,2013
IR Bell (ENG),15,479,34.21,0,4,2014
IR Bell (ENG),11,509,56.55,1,4,2015
MD Bell (NZ),2,18,9.00,0,0,1998
MD Bell (NZ),1,37,37.00,0,0,1999
MD Bell (NZ),4,78,19.50,0,1,2001
JE Benjamin (ENG),1,0,0.00,0,0,1994
JE Benjamin (ENG),1,-,-,-,-,1995
KCG Benjamin (WI),2,22,-,0,0,1992
KCG Benjamin (WI),13,29,9.66,0,0,1993
KCG Benjamin (WI),7,3,3.00,0,0,1994
KCG Benjamin (WI),3,11,5.50,0,0,1996
KCG Benjamin (WI),1,-,-,-,-,1995
WKM Benjamin (WI),9,10,2.50,0,0,1986
WKM Benjamin (WI),9,63,9.00,0,0,1987
WKM Benjamin (WI),17,12,2.00,0,0,1988
WKM Benjamin (WI),12,33,4.71,0,0,1989
WKM Benjamin (WI),2,10,5.00,0,0,1991
WKM Benjamin (WI),11,62,20.66,0,0,1992
WKM Benjamin (WI),10,38,9.50,0,0,1993
WKM Benjamin (WI),5,17,8.50,0,0,1994
WKM Benjamin (WI),10,53,10.60,0,0,1995
DM Benkenstein (SA),3,58,58.00,0,0,1998
DM Benkenstein (SA),11,183,22.87,0,1,1999
DM Benkenstein (SA),6,55,9.16,0,0,2000
DM Benkenstein (SA),3,9,4.50,0,0,2002
SJ Benn (WI),4,31,10.33,0,0,2008
SJ Benn (WI),7,39,9.75,0,0,2009
SJ Benn (WI),7,17,8.50,0,0,2010
SJ Benn (WI),7,22,4.40,0,0,2011
SJ Benn (WI),3,1,-,0,0,2014
SJ Benn (WI),6,28,14.00,0,0,2015
SJ Benn (WI),13,44,6.28,0,0,2016
HK Bennett (NZ),2,0,-,0,0,2010
HK Bennett (NZ),10,7,3.50,0,0,2011
HK Bennett (NZ),2,3,-,0,0,2014
HK Bennett (NZ),2,-,-,-,-,2017
MJ Bennett (AUS),7,9,3.00,0,0,1985
MJ Bennett (AUS),1,-,-,-,-,1984
MR Benson (ENG),1,24,24.00,0,0,1986
AR Berenger (UAE),4,152,38.00,0,2,2014
AR Berenger (UAE),6,53,8.83,0,0,2015
DE Bernard (WI),4,7,3.50,0,0,2003
DE Bernard (WI),10,116,16.57,0,0,2009
DE Bernard (WI),6,18,18.00,0,0,2010
RD Berrington (SCOT),5,26,13.00,0,0,2008
RD Berrington (SCOT),1,25,25.00,0,0,2009
RD Berrington (SCOT),10,241,24.10,0,2,2010
RD Berrington (SCOT),4,95,23.75,0,1,2011
RD Berrington (SCOT),1,9,9.00,0,0,2012
RD Berrington (SCOT),8,125,20.83,0,1,2013
RD Berrington (SCOT),6,197,49.25,1,1,2014
RD Berrington (SCOT),10,234,26.00,0,2,2015
RD Berrington (SCOT),7,91,18.20,0,0,2016
RD Berrington (SCOT),7,173,24.71,0,2,2017
RD Berrington (SCOT),11,381,38.1,0,2,2018
RD Berrington (SCOT),1,33,33,0,0,2019
CA Best (WI),1,10,10,0,0,1986
CA Best (WI),2,23,11.5,0,0,1987
CA Best (WI),2,49,49,0,0,1988
CA Best (WI),6,121,24.2,0,1,1989
CA Best (WI),9,197,28.14,1,1,1990
CA Best (WI),1,5,5,0,0,1991
CA Best (WI),3,68,34,0,0,1992
TL Best (WI),6,4,4,0,0,2004
TL Best (WI),4,40,13.33,0,0,2005
TL Best (WI),1,8,8,0,0,2009
TL Best (WI),3,15,15,0,0,2012
TL Best (WI),10,9,4.5,0,0,2013
TL Best (WI),1,-,-,-,-,2006
TL Best (WI),1,-,-,-,-,2014
MG Bevan (AUS),15,432,54,0,1,1994
MG Bevan (AUS),3,94,-,0,0,1995
MG Bevan (AUS),26,760,47.5,0,7,1996
MG Bevan (AUS),19,728,56,2,3,1997
MG Bevan (AUS),25,959,68.5,1,8,1998
MG Bevan (AUS),34,949,67.78,0,8,1999
MG Bevan (AUS),23,881,44.05,2,5,2000
MG Bevan (AUS),19,581,64.55,0,4,2001
MG Bevan (AUS),25,466,35.84,1,2,2002
MG Bevan (AUS),31,784,65.33,0,6,2003
MG Bevan (AUS),12,278,27.8,0,2,2004
A Bhandari (INDIA),1,0,-,0,0,2000
A Bhandari (INDIA),1,-,-,-,-,2004
B Bhandari (NEPAL),3,35,11.66,0,0,2019
LS Bhandari (NEPAL),1,4,-,0,0,2018
RA Bhatti (CAN),1,3,-,0,0,2011
U Bhatti (CAN),7,65,16.25,0,0,2006
U Bhatti (CAN),11,91,13,0,0,2007
U Bhatti (CAN),2,7,7,0,0,2008
U Bhatti (CAN),6,77,25.66,0,0,2009
U Bhatti (CAN),10,138,19.71,0,0,2010
RL Bhudia (KENYA),1,5,5,0,0,2008
RL Bhudia (KENYA),4,117,29.25,0,0,2009
Bhupinder Singh snr (INDIA),2,6,6,0,0,1994
AJ Bichel (AUS),12,42,8.4,0,0,1997
AJ Bichel (AUS),5,57,28.5,0,0,1998
AJ Bichel (AUS),16,92,13.14,0,0,2002
AJ Bichel (AUS),28,243,34.71,0,1,2003
AJ Bichel (AUS),6,37,18.5,0,0,2004
MP Bicknell (ENG),4,64,32,0,0,1990
MP Bicknell (ENG),3,32,16,0,0,1991
Bilal Asif (PAK),3,40,13.33,0,0,2015
Bilal Khan (OMAN),1,0,0,0,0,2019
Bilawal Bhatti (PAK),7,62,20.66,0,0,2013
Bilawal Bhatti (PAK),1,18,18.00,0,0,2014
Bilawal Bhatti (PAK),2,9,4.50,0,0,2015
IS Billcliff (CAN),6,147,24.50,0,1,2003
IS Billcliff (CAN),2,60,30.00,0,1,2006
IS Billcliff (CAN),5,245,49.00,0,2,2007
IS Billcliff (CAN),3,26,8.66,0,0,2008
IS Billcliff (CAN),3,51,17.00,0,0,2009
SW Billings (ENG),5,90,22.50,0,0,2015
SW Billings (ENG),1,62,62.00,0,1,2016
SW Billings (ENG),7,96,19.20,0,1,2017
SW Billings (ENG),2,23,11.50,0,0,2018
RMH Binny (INDIA),4,49,12.25,0,0,1980
RMH Binny (INDIA),8,143,23.83,0,0,1981
RMH Binny (INDIA),3,41,13.66,0,0,1982
RMH Binny (INDIA),15,173,19.22,0,0,1983
RMH Binny (INDIA),9,115,28.75,0,1,1984
RMH Binny (INDIA),10,31,7.75,0,0,1985
RMH Binny (INDIA),21,77,9.62,0,0,1986
RMH Binny (INDIA),2,0,0.00,0,0,1987
STR Binny (INDIA),6,40,13.33,0,0,2014
STR Binny (INDIA),8,190,38.00,0,1,2015
K Birkenstock (NAM),1,61,61.00,0,1,2019
D Bishoo (WI),13,10,2.00,0,0,2011
D Bishoo (WI),13,80,11.42,0,0,2017
D Bishoo (WI),10,65,32.50,0,0,2018
D Bishoo (WI),5,9,9.00,0,0,2019
D Bishoo (WI),1,-,-,-,-,2016
GA Bishop (AUS),2,13,6.50,0,0,1987
IR Bishop (WI),5,2,-,0,0,1988
IR Bishop (WI),16,47,11.75,0,0,1989
IR Bishop (WI),8,24,-,0,0,1990
IR Bishop (WI),6,75,18.75,0,0,1991
IR Bishop (WI),4,34,11.33,0,0,1992
IR Bishop (WI),14,41,13.66,0,0,1993
IR Bishop (WI),9,35,17.50,0,0,1995
IR Bishop (WI),13,81,10.12,0,0,1996
IR Bishop (WI),9,66,66.00,0,0,1997
MI Black (WI),5,4,2.00,0,0,2001
ID Blackwell (ENG),6,185,30.83,0,1,2002
ID Blackwell (ENG),12,70,8.75,0,0,2003
ID Blackwell (ENG),5,36,9.00,0,0,2004
ID Blackwell (ENG),5,53,13.25,0,0,2005
ID Blackwell (ENG),6,59,11.80,0,0,2006
J Blackwood (WI),2,11,5.50,0,0,2015
JAR Blain (SCOT),5,15,3.75,0,0,1999
JAR Blain (SCOT),4,38,12.66,0,0,2006
JAR Blain (SCOT),16,156,22.28,0,0,2007
JAR Blain (SCOT),6,32,10.66,0,0,2008
JAR Blain (SCOT),2,43,21.50,0,0,2009
TE Blain (NZ),8,68,13.60,0,0,1986
TE Blain (NZ),14,178,22.25,0,0,1988
TE Blain (NZ),8,114,16.28,0,0,1993
TE Blain (NZ),8,82,11.71,0,0,1994
BR Blair (NZ),2,31,15.50,0,0,1982
BR Blair (NZ),12,143,14.30,0,0,1986
DL Blake (USA),1,0,0.00,0,0,2004
G Blakeney (BMUDA),2,72,36.00,0,0,2009
RJ Blakey (ENG),1,25,25.00,0,0,1992
RJ Blakey (ENG),2,0,0.00,0,0,1993
GS Blewett (AUS),8,111,13.87,0,0,1995
GS Blewett (AUS),3,81,81.00,0,1,1996
GS Blewett (AUS),15,282,21.69,0,1,1997
GS Blewett (AUS),6,77,15.40,0,0,1999
AM Blignaut (ZIM),6,50,10.00,0,0,1999
AM Blignaut (ZIM),1,3,3.00,0,0,2000
AM Blignaut (ZIM),7,74,18.50,0,0,2001
AM Blignaut (ZIM),2,118,118.00,0,2,2002
AM Blignaut (ZIM),22,210,16.15,0,2,2003
AM Blignaut (ZIM),9,78,19.50,0,0,2004
AM Blignaut (ZIM),4,92,23.00,0,1,2005
AM Blignaut (ZIM),3,1,1.00,0,0,2010
GH Bodi (SA),2,83,41.50,0,1,2007
N Boje (SA),6,27,9.00,0,0,1996
N Boje (SA),3,28,28.00,0,0,1998
N Boje (SA),10,19,19.00,0,0,1999
N Boje (SA),32,588,32.66,2,2,2000
N Boje (SA),8,145,29.00,0,0,2001
N Boje (SA),25,336,24.00,0,1,2002
N Boje (SA),6,54,54.00,0,0,2003
N Boje (SA),11,142,23.66,0,1,2004
N Boje (Afr/SA),13,75,18.75,0,0,2005
N Boje (SA),1,-,-,-,-,1995
SM Boland (AUS),14,9,3.00,0,0,2016
DE Bollinger (AUS),7,0,0.00,0,0,2009
DE Bollinger (AUS),19,4,4.00,0,0,2010
DE Bollinger (AUS),13,46,11.50,0,0,2011
SE Bond (NZ),16,86,17.20,0,0,2002
SE Bond (NZ),11,36,18.00,0,0,2003
SE Bond (NZ),10,14,14.00,0,0,2005
SE Bond (NZ),11,26,13.00,0,0,2006
SE Bond (NZ),19,38,9.50,0,0,2007
SE Bond (NZ),10,39,39.00,0,0,2009
SE Bond (NZ),5,53,17.66,0,0,2010
SL Boock (NZ),1,2,2.00,0,0,1980
SL Boock (NZ),4,8,-,0,0,1984
SL Boock (NZ),3,0,0.00,0,0,1986
SL Boock (NZ),5,20,20.00,0,0,1987
SL Boock (NZ),1,-,-,-,-,1978
DC Boon (AUS),1,39,39.00,0,0,1984
DC Boon (AUS),11,264,26.40,0,1,1985
DC Boon (AUS),23,768,34.90,1,4,1986
DC Boon (AUS),13,656,50.46,0,8,1987
DC Boon (AUS),15,582,38.80,1,2,1988
DC Boon (AUS),18,327,19.23,0,0,1989
DC Boon (AUS),16,417,34.75,0,2,1990
